rxn_name,subsystem,in iRhtoC,in yeastGEM_hvd,gpr,bounds,stoichiometry
compACYLCOA_c,Pseudoreaction,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-1000.0, 1000.0]}","{'GSM_iSace1144_rba': '0.554586 hdcoa_c + 0.203479 odecoa_c + 0.18897 pmtcoa_c + 0.052965 stcoa_c --> acylcoa_c', 'iRhtoC': '0.01875 docoscoa_c + 0.355664 linocoa_c + 0.087612 linolncoa_c + 0.207129 odecoa_c + 0.1694 pmtcoa_c + 0.112806 stcoa_c + 0.048639 ttccoa_c <=> acylcoa_c'}"
compACYLCOA_l,Pseudoreaction,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-1000.0, 1000.0]}","{'GSM_iSace1144_rba': '0.554586 hdcoa_l + 0.203479 odecoa_l + 0.18897 pmtcoa_l + 0.052965 stcoa_l --> acylcoa_l', 'iRhtoC': '0.01875 docoscoa_l + 0.355664 linocoa_l + 0.087612 linolncoa_l + 0.207129 odecoa_l + 0.1694 pmtcoa_l + 0.112806 stcoa_l + 0.048639 ttccoa_l <=> acylcoa_l'}"
compACYLCOA_m,Pseudoreaction,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-1000.0, 1000.0]}","{'GSM_iSace1144_rba': '0.554586 hdcoa_m + 0.203479 odecoa_m + 0.18897 pmtcoa_m + 0.052965 stcoa_m --> acylcoa_m', 'iRhtoC': '0.01875 docoscoa_m + 0.355664 linocoa_m + 0.087612 linolncoa_m + 0.207129 odecoa_m + 0.1694 pmtcoa_m + 0.112806 stcoa_m + 0.048639 ttccoa_m <=> acylcoa_m'}"
compACYLCOA_r,Pseudoreaction,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-1000.0, 1000.0]}","{'GSM_iSace1144_rba': '0.554586 hdcoa_r + 0.203479 odecoa_r + 0.18897 pmtcoa_r + 0.052965 stcoa_r --> acylcoa_r', 'iRhtoC': '0.01875 docoscoa_r + 0.355664 linocoa_r + 0.087612 linolncoa_r + 0.207129 odecoa_r + 0.1694 pmtcoa_r + 0.112806 stcoa_r + 0.048639 ttccoa_r <=> acylcoa_r'}"
compACYLCOA_rm,Pseudoreaction,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-1000.0, 1000.0]}","{'GSM_iSace1144_rba': '0.554586 hdcoa_rm + 0.203479 odecoa_rm + 0.18897 pmtcoa_rm + 0.052965 stcoa_rm --> acylcoa_rm', 'iRhtoC': '0.01875 docoscoa_rm + 0.355664 linocoa_rm + 0.087612 linolncoa_rm + 0.207129 odecoa_rm + 0.1694 pmtcoa_rm + 0.112806 stcoa_rm + 0.048639 ttccoa_rm <=> acylcoa_rm'}"
compACYLCOA_x,Pseudoreaction,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-1000.0, 1000.0]}","{'GSM_iSace1144_rba': '0.554586 hdcoa_x + 0.203479 odecoa_x + 0.18897 pmtcoa_x + 0.052965 stcoa_x --> acylcoa_x', 'iRhtoC': '0.01875 docoscoa_x + 0.355664 linocoa_x + 0.087612 linolncoa_x + 0.207129 odecoa_x + 0.1694 pmtcoa_x + 0.112806 stcoa_x + 0.048639 ttccoa_x <=> acylcoa_x'}"
compFALPD_mm,Pseudoreaction,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,"{'GSM_iSace1144_rba': '0.18897 hdca_mm + 0.554586 hdcea_mm + 0.052965 ocdca_mm + 0.203479 ocdcea_mm <=> falpd_mm', 'iRhtoC': '0.01875 docosa_mm + 0.1694 hdca_mm + 0.355664 linoea_mm + 0.087612 linolen_mm + 0.112806 ocdca_mm + 0.207129 ocdcea_mm + 0.048639 ttcosa_mm <=> falpd_mm'}"
compFALPD_m,Pseudoreaction,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,"{'GSM_iSace1144_rba': '0.18897 hdca_m + 0.554586 hdcea_m + 0.052965 ocdca_m + 0.203479 ocdcea_m <=> falpd_m', 'iRhtoC': '0.01875 docosa_m + 0.1694 hdca_m + 0.355664 linoea_m + 0.087612 linolen_m + 0.112806 ocdca_m + 0.207129 ocdcea_m + 0.048639 ttcosa_m <=> falpd_m'}"
compFALPD_rm,Pseudoreaction,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,"{'GSM_iSace1144_rba': '0.18897 hdca_rm + 0.554586 hdcea_rm + 0.052965 ocdca_rm + 0.203479 ocdcea_rm <=> falpd_rm', 'iRhtoC': '0.01875 docosa_rm + 0.1694 hdca_rm + 0.355664 linoea_rm + 0.087612 linolen_rm + 0.112806 ocdca_rm + 0.207129 ocdcea_rm + 0.048639 ttcosa_rm <=> falpd_rm'}"
compFALPD_en,Pseudoreaction,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,"{'GSM_iSace1144_rba': '0.18897 hdca_en + 0.554586 hdcea_en + 0.052965 ocdca_en + 0.203479 ocdcea_en <=> falpd_en', 'iRhtoC': '0.01875 docosa_en + 0.1694 hdca_en + 0.355664 linoea_en + 0.087612 linolen_en + 0.112806 ocdca_en + 0.207129 ocdcea_en + 0.048639 ttcosa_en <=> falpd_en'}"
PAt_gm_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAt_mm_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAt_rm_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAt_en_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DAGt_c_l,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DAGt_c_mm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DAGt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DAGt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
DAGt_gm_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
TAGt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
TAGt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
1AGPEt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
1AGPCt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PSt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PSt_en_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PSt_mm_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PSt_gm_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'YIL048W or YMR162C', 'iRhtoC': ''}",,
PSt_rm_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAILt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAILt_en_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAILt_rm_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAILt_gm_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAILt_n_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
CERt_g_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PCt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PCt_en_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PCt_mm_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PCt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PEt_l_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PEt_gm_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'YAL026C', 'iRhtoC': ''}",,
PEt_c_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PEt_en_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PEt_mm_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PEt_rm_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAIL4Pt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAIL4Pt_en_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAIL45Pt_c_n,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAIL45Pt_c_en,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAIL45Pt_en_rm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAIL3Pt_gm_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAIL3Pt_rm_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAIL35Pt_c_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
PAIL35Pt_en_vm,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
IPCt_g_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
MIPCt_g_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
MIP2Ct_g_r,Transport,1,1,"{'GSM_iSace1144_rba': 'SPONT', 'iRhtoC': ''}",,
SPRMS_c,Cofactors and prosthetic groups biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YLR146C', 'iRhtoC': 'rt4913'}",,
SPMS_c,Cofactors and prosthetic groups biosynthesis,1,1,"{'GSM_iSace1144_rba': 'YPR069C', 'iRhtoC': 'rt8465'}",,
DBTS_c,Biotin metabolism,1,1,"{'GSM_iSace1144_rba': 'YNR057C', 'iRhtoC': 'UNKNOWN'}",,
ATPM_c,Unassigned,1,1,,"{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [1.2586923703080508, 1000.0]}",
THMtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YLR237W or YOR071C or YOR192C', 'iRhtoC': 'UNKNOWN'}",,
PLACmip2c_r,Unassigned,1,1,"{'GSM_iSace1144_rba': 'YER019W', 'iRhtoC': 'rt7489'}",,
THRtps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YBR069C or YCL025C or YDR046C or YDR508C or YKR039W', 'iRhtoC': 'rt5861'}",,
ASNN_e,"Alanine, aspartate and glutamate metabolism",1,1,"{'GSM_iSace1144_rba': 'YLR155C or YLR157C or YLR158C or YLR160C', 'iRhtoC': 'rt1675 or rt5259'}",,
FADt_c_m,Transport,1,1,"{'GSM_iSace1144_rba': 'YIL134W', 'iRhtoC': 'rt5791'}",,
ACS_c,Acetyl-CoA synthesis,1,1,"{'GSM_iSace1144_rba': 'YAL054C or YLR153C', 'iRhtoC': 'rt7532 or rt6229'}",,
AKGDH_m,Citric acid cycle,1,1,"{'GSM_iSace1144_rba': 'YDR148C and YFL018C and YIL125W', 'iRhtoC': 'rt3748 and rt1672 and (rt1639 or rt0906)'}",,
ALDD2y_c,Pyruvate metabolism,1,1,"{'GSM_iSace1144_rba': 'YPL061W', 'iRhtoC': 'rt3674 or rt2756'}",,
OAADC_c,Pyruvate metabolism,1,1,"{'GSM_iSace1144_rba': 'YER010C', 'iRhtoC': 'rt7226'}",,
Ktps_e,Transport,1,1,"{'GSM_iSace1144_rba': 'YDR456W or YJL129C', 'iRhtoC': 'rt2101'}",,
GHMT2r_m,"Glycine, serine and threonine metabolism",1,1,"{'GSM_iSace1144_rba': 'YBR263W', 'iRhtoC': 'UNKNOWN'}","{'GSM_iSace1144_rba': [0.0, 1000.0], 'iRhtoC': [-1000.0, 1000.0]}",
LIPOCT_m,Cofactor and Prosthetic Group Biosynthesis,1,0,,,
ZYMSTATer_RT_rm,Sterol Metabolism,1,0,,,
THFAT_m,One-carbon metabolism,1,0,,,
ADPh_c,Purine metabolism,1,0,,,
ADPh_m,Purine metabolism,1,0,,,
tpscu2_c_m,,1,0,,,
GENERIC_na1CATION1_c,,1,0,,,
GENERIC_na1CATION1_e,,1,0,,,
GENERIC_kCATION1_m,,1,0,,,
GENERIC_kCATION1_e,,1,0,,,
GENERIC_kCATION1_c,,1,0,,,
GENERIC_hCATION1_en,,1,0,,,
GENERIC_hCATION1_vm,,1,0,,,
GENERIC_hCATION1_gm,,1,0,,,
GENERIC_hCATION1_mm,,1,0,,,
GENERIC_hCATION1_rm,,1,0,,,
GENERIC_hCATION1_v,,1,0,,,
GENERIC_hCATION1_x,,1,0,,,
GENERIC_hCATION1_n,,1,0,,,
GENERIC_hCATION1_m,,1,0,,,
GENERIC_hCATION1_l,,1,0,,,
GENERIC_hCATION1_g,,1,0,,,
GENERIC_hCATION1_c,,1,0,,,
GENERIC_hCATION1_r,,1,0,,,
GENERIC_hCATION1_e,,1,0,,,
GENERIC_ca2metal2_c,,1,0,,,
GENERIC_ca2metal2_e,,1,0,,,
GENERIC_cobalt2metal2_c,,1,0,,,
GENERIC_cobalt2metal2_e,,1,0,,,
GENERIC_cu2metal2_e,,1,0,,,
GENERIC_cu2metal2_c,,1,0,,,
GENERIC_fe2metal2_c,,1,0,,,
GENERIC_fe2metal2_e,,1,0,,,
GENERIC_fe2metal2_m,,1,0,,,
GENERIC_mg2metal2_c,,1,0,,,
GENERIC_mg2metal2_e,,1,0,,,
GENERIC_mn2metal2_e,,1,0,,,
GENERIC_mn2metal2_c,,1,0,,,
GENERIC_ni2metal2_c,,1,0,,,
GENERIC_ni2metal2_e,,1,0,,,
GENERIC_zn2metal2_e,,1,0,,,
GENERIC_zn2metal2_c,,1,0,,,
GENERIC_fe2feCATION_c,,1,0,,,
GENERIC_fe2feCATION_e,,1,0,,,
GENERIC_fe2feCATION_m,,1,0,,,
GENERIC_fe3feCATION_c,,1,0,,,
GENERIC_fe3feCATION_e,,1,0,,,
GENERIC_mg2mg2ormn2_c,,1,0,,,
GENERIC_mg2mg2ormn2_e,,1,0,,,
GENERIC_mn2mg2ormn2_c,,1,0,,,
GENERIC_mn2mg2ormn2_e,,1,0,,,
GENERIC_hemeAheme_c,,1,0,,,
GENERIC_hemeAheme_m,,1,0,,,
GENERIC_hemeOheme_m,,1,0,,,
GENERIC_phemeheme_m,,1,0,,,
GENERIC_shemeheme_c,,1,0,,,
P5CD2_m,"Alanine, aspartate and glutamate metabolism",1,0,,,
DDPA_m,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
3MOPDC_c,Unassigned,1,0,,,
FTHFCL_c,Folate metabolism,1,0,,,
ACS_n,Pyruvate metabolism,1,0,,,
BACCL_c,Biotin metabolism,1,0,,,
CTPS1_c,Pyrimidine metabolism,1,0,,,
DXHPSq9_c,Unassigned,1,0,,,
GALT_c,Galactose metabolism,1,0,,,
NADHq9_c,Oxidative phosphorylation,1,0,,,
ALLTTt_c,Transport,1,0,,,
ALLTNt_c,Transport,1,0,,,
CITt3_m,Transport,1,0,,,
CITICITta_m,Transport,1,0,,,
LACDtps_c,Transport,1,0,,,
FE2t_c_rm,Transport,1,0,,,
LACLtps_c,Transport,1,0,,,
NAtpa_c,Transport,1,0,,,
UDPGALt_c_g,Transport,1,0,,,
EX_ade_e,Exchange,1,0,,,
EX_adn_e,Exchange,1,0,,,
EX_alltn_e,Exchange,1,0,,,
EX_gam6p_e,Exchange,1,0,,,
EX_hco3_e,Exchange,1,0,,,
EX_cytd_e,Exchange,1,0,,,
EX_csn_e,Exchange,1,0,,,
SBTDt_c,Transport,1,0,,,
EX_dca_e,Exchange,1,0,,,
TTDCAt_c_x,Transport,1,0,,,
EX_4abut_e,Exchange,1,0,,,
EX_gthrd_e,Exchange,1,0,,,
EX_gua_e,Exchange,1,0,,,
EX_gsn_e,Exchange,1,0,,,
EX_ins_e,Exchange,1,0,,,
EX_hom__L_e,Exchange,1,0,,,
SBTLt_c,Transport,1,0,,,
EX_orn_e,Exchange,1,0,,,
GTHOXt_c,Transport,1,0,,,
FACOAL220_rm,Fatty acid degradation,1,0,,,
FACOAL240_rm,Fatty acid degradation,1,0,,,
FACOAL260_rm,Fatty acid degradation,1,0,,,
uniDOLDP_l,Pseudoreaction,1,0,,,
EX_raffin_e,Exchange,1,0,,,
4AMPMS_c,Thiamine metabolism,1,0,,,
AROHL_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
4HPPCL_c,Tyrosine metabolism,1,0,,,
EX_fe3_e,Exchange,1,0,,,
4HPEOR_c,Tyrosine metabolism,1,0,,,
ATPASEV_v,Purine metabolism,1,0,,,
SUCDq9_m,Citric acid cycle,1,0,,,
HCITS_n,Lysine metabolism,1,0,,,
GNK_c,Pentose phosphate pathway,1,0,,,
CRNAT120_m,Fatty acid degradation,1,0,,,
MPYRCNST_c,Cysteine and methionine metabolism,1,0,,,
MANNANH_e,Alternative carbon metabolism,1,0,,,
GLUTCOADH_m,Unassigned,1,0,,,
3OAS140_c,Fatty acid biosynthesis,1,0,,,
URO_c,Purine metabolism,1,0,,,
3HAD120_c,Fatty acid biosynthesis,1,0,,,
ASPTA4_c,Cysteine and methionine metabolism,1,0,,,
TRPDC_c,Tryptophan metabolism,1,0,,,
3OAR80_c,Fatty acid biosynthesis,1,0,,,
3OAS100_c,Fatty acid biosynthesis,1,0,,,
3HAD80_c,Fatty acid biosynthesis,1,0,,,
Kt_c_m,Transport,1,0,,,
3HAD180_c,Fatty acid biosynthesis,1,0,,,
QUINDH_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
3OAS120_c,Fatty acid biosynthesis,1,0,,,
3HBHYOX_c,Unassigned,1,0,,,
3OADPCOAT_m,Benzoate degradation,1,0,,,
MI134PPH_c,Inositol phosphate metabolism,1,0,,,
BZHYOX_c,Benzoate degradation,1,0,,,
AVNORy_c,Aflatoxin biosynthesis,1,0,,,
HQLOR_c,Chlorocyclohexane and chlorobenzene degradation,1,0,,,
OCOAT1_m,Synthesis and degradation of ketone bodies,1,0,,,
3HAD60_c,Fatty acid biosynthesis,1,0,,,
PGCPH_c,Alternative carbon metabolism,1,0,,,
ARAI2_c,Alternative carbon metabolism,1,0,,,
3OAS160_c,Fatty acid biosynthesis,1,0,,,
MACACI_c,Tyrosine metabolism,1,0,,,
SPHINGSt_c_e,Transport,1,0,,,
3INDACNLAH_c,Tryptophan metabolism,1,0,,,
DAG3Pabct_c_m,Transport,1,0,,,
FUMACACH_c,Unassigned,1,0,,,
3OAS80_c,Fatty acid biosynthesis,1,0,,,
EAR100y_c,Fatty acid biosynthesis,1,0,,,
3HAD40_c,Fatty acid biosynthesis,1,0,,,
XAND_c,Purine metabolism,1,0,,,
MERLACOR_c,Cysteine and methionine metabolism,1,0,,,
3OAS60_c,Fatty acid biosynthesis,1,0,,,
3OAS40_c,Fatty acid biosynthesis,1,0,,,
PCLAD_c,Tryptophan metabolism,1,0,,,
HXAND_c,Purine metabolism,1,0,,,
NITRy_c,Unassigned,1,0,,,
LCYSTAT_c,Cysteine and methionine metabolism,1,0,,,
3HAD100_c,Fatty acid biosynthesis,1,0,,,
3OAS180_c,Fatty acid biosynthesis,1,0,,,
3HAD140_c,Fatty acid biosynthesis,1,0,,,
3OAR60_c,Fatty acid biosynthesis,1,0,,,
HIBH_m,"Valine, leucine and isoleucine metabolism",1,0,,,
3OAR140_c,Fatty acid biosynthesis,1,0,,,
PEtabc_m,Transport,1,0,,,
3OAR100_c,Fatty acid biosynthesis,1,0,,,
PTRCAT1_c,Arginine and proline metabolism,1,0,,,
NITRx_c,Unassigned,1,0,,,
ETFOXRq9_m,Oxidative phosphorylation,1,0,,,
NOX_c,Unassigned,1,0,,,
3OAR120_c,Fatty acid biosynthesis,1,0,,,
EAR180y_c,Fatty acid biosynthesis,1,0,,,
DHPM2_c,Pyrimidine metabolism,1,0,,,
HGENDO_c,Tyrosine metabolism,1,0,,,
QUINt_c_e,Transport,1,0,,,
ACKr_c,Pyruvate metabolism,1,0,,,
PGt_c_m,Transport,1,0,,,
3OAR160_c,Fatty acid biosynthesis,1,0,,,
3OAR40_c,Fatty acid biosynthesis,1,0,,,
OPAH_c,Glutathione metabolism,1,0,,,
DOLDPP_c,N-Glycan biosynthesis,1,0,,,
HACDm40_c,"Valine, leucine and isoleucine metabolism",1,0,,,
3HAD160_c,Fatty acid biosynthesis,1,0,,,
OAR1_c,Unassigned,1,0,,,
SPHGAT181_c,Lipid metabolism,1,0,,,
UREA_c,Arginine and proline metabolism,1,0,,,
CAROL3_c,Carotenoid biosynthesis,1,0,,,
GLUR_c,D-Glutamine and D-glutamate metabolism,1,0,,,
PHYTOES_c,Carotenoid biosynthesis,1,0,,,
CSNPURt_c_e,Transport,1,0,,,
GLCDx_c,Pentose phosphate pathway,1,0,,,
OAR2_c,Unassigned,1,0,,,
GLCtps_e,Transport,1,0,,,
CITCOAL_c,Carbon fixation pathways in prokaryotes,1,0,,,
CAROL2_c,Carotenoid biosynthesis,1,0,,,
ACt_c_m,Transport,1,0,,,
HEX7b_c,Alternative carbon metabolism,1,0,,,
HIBTD_c,Unassigned,1,0,,,
CAROL1_c,Carotenoid biosynthesis,1,0,,,
TORULNOXi_c,Carotenoid biosynthesis,1,0,,,
ACHAH_c,Glycerophospholipid metabolism,1,0,,,
CLt_c_e,Transport,1,0,,,
GLCNtps_e,Transport,1,0,,,
FER_c,Unassigned,1,0,,,
EAR80y_c,Fatty acid biosynthesis,1,0,,,
DPGT_c,N-Glycan biosynthesis,1,0,,,
ACOATA_c,Fatty acid biosynthesis,1,0,,,
3MOPR_m,Unassigned,1,0,,,
ECOAH40_m,Fatty acid degradation,1,0,,,
OAR3_m,"Valine, leucine and isoleucine metabolism",1,0,,,
ECOAH140_m,Fatty acid degradation,1,0,,,
3MOBR_m,Unassigned,1,0,,,
EAR140y_c,Fatty acid biosynthesis,1,0,,,
ECOAH80_m,Fatty acid degradation,1,0,,,
EAR160y_c,Fatty acid biosynthesis,1,0,,,
ECOAH160_m,Fatty acid degradation,1,0,,,
MANNANH_c,Alternative carbon metabolism,1,0,,,
PKETF_c,Glycolysis / Gluconeogenesis,1,0,,,
EAR120y_c,Fatty acid biosynthesis,1,0,,,
ECOAH100_m,Fatty acid degradation,1,0,,,
4MOPR_m,Unassigned,1,0,,,
ECOAH120_m,Fatty acid degradation,1,0,,,
ECOAH60_m,Fatty acid degradation,1,0,,,
NO3t_c_e,Transport,1,0,,,
CBMHL_c,Unassigned,1,0,,,
3OAR180_c,Fatty acid biosynthesis,1,0,,,
ACITL_c,Acetyl-CoA synthesis,1,0,,,
ACEST1_m,Unassigned,1,0,,,
GLYCK_c,Glyoxylate metabolism,1,0,,,
AGMT_e,Arginine and proline metabolism,1,0,,,
MASCBRx_c,Ascorbate and aldarate metabolism,1,0,,,
AHGDf_m,Butanoate metabolism,1,0,,,
RHMND2_c,Alternative carbon metabolism,1,0,,,
SALCMOX_x,Dioxin degradation,1,0,,,
BETALDHx_x,"Glycine, serine and threonine metabolism",1,0,,,
INOSHP3H_v,Inositol phosphate metabolism,1,0,,,
CHITOSNSE_c,Alternative carbon metabolism,1,0,,,
DGLCND3H_c,Unassigned,1,0,,,
DGLCND5H_c,Pentose and glucuronate interconversions,1,0,,,
ACCOAt_c_r,Transport,1,0,,,
GMAND_c,Alternative carbon metabolism,1,0,,,
AFLTXNB1S_c,Aflatoxin biosynthesis,1,0,,,
AFLTXNB2S_c,Aflatoxin biosynthesis,1,0,,,
CPLSPNEST_e,Penicillin and cephalosporin biosynthesis,1,0,,,
NGLYCANS1_c,N-Glycan biosynthesis,1,0,,,
NGLYCANS2_c,N-Glycan biosynthesis,1,0,,,
NGLYCANS3_c,N-Glycan biosynthesis,1,0,,,
NGLYCANS4_c,N-Glycan biosynthesis,1,0,,,
NGLYCANS5_c,N-Glycan biosynthesis,1,0,,,
NGLYCANS6_c,N-Glycan biosynthesis,1,0,,,
NGLYCANS7_c,N-Glycan biosynthesis,1,0,,,
NGLYCANS8_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS9_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS10_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS11_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS12_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS13_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS14_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS15_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS16_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS17_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS18_r,N-Glycan biosynthesis,1,0,,,
NGLYCANS19_g,N-Glycan biosynthesis,1,0,,,
OGLYCANS1_r,O-Glycan biosynthesis,1,0,,,
OGLYCANS_B3GAT1_r,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,1,0,,,
TROPNDH_c,"Tropane, piperidine and pyridine alkaloid biosynthesis",1,0,,,
PADAH_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
PACt_c_x,Transport,1,0,,,
PACCOAL_x,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
PACCOAE_c,"Phenylalanine, tyrosine and tryptophan metabolism",1,0,,,
CHOLD_c,"Glycine, serine and threonine metabolism",1,0,,,
LYSN6MOX_c,Lysine metabolism,1,0,,,
ORNN5MOX_c,Unassigned,1,0,,,
CMBOLHcis_c,Chlorocyclohexane and chlorobenzene degradation,1,0,,,
CMBOLHtrans_c,Unassigned,1,0,,,
PYDXNOR_c,Vitamin B6 metabolism,1,0,,,
RDH_c,Alternative carbon metabolism,1,0,,,
UDPGD_c,Pentose and glucuronate interconversions,1,0,,,
TDPDRR_c,Streptomycin biosynthesis,1,0,,,
NITROPP_c,Aminobenzoate degradation,1,0,,,
PGLYCP_c,Glyoxylate and dicarboxylate metabolism,1,0,,,
4CMCOAL_x,Ubiquinone biosynthesis,1,0,,,
XYLI1_c,Alternative carbon metabolism,1,0,,,
XYLI2_c,Alternative carbon metabolism,1,0,,,
